Make,Model,Year,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven Wheels,Number of Doors,Market Category,Vehicle Size,Vehicle Style,Highway MPG,City MPG,Popularity,MSRP,Total MPG,Price per HP
Mazda,Tribute Hybrid,2009,regular unleaded,177,4,automatic,all wheel drive,4,"crossover,hybrid",compact,4dr suv,27,29,586,33445,28.0,189
Mazda,Tribute,2009,regular unleaded,171,4,automatic,all wheel drive,4,crossover,compact,4dr suv,25,19,586,23545,22.0,138
Mazda,Tribute,2009,regular unleaded,171,4,manual,front wheel drive,4,crossover,compact,4dr suv,28,22,586,19730,25.0,115
Mazda,Tribute,2009,regular unleaded,240,6,automatic,front wheel drive,4,crossover,compact,4dr suv,26,18,586,25885,22.0,108
Mazda,Tribute,2009,regular unleaded,171,4,automatic,front wheel drive,4,crossover,compact,4dr suv,28,20,586,24620,24.0,144
Mazda,Tribute,2009,regular unleaded,240,6,automatic,all wheel drive,4,crossover,compact,4dr suv,24,17,586,24805,20.5,103
Mazda,Tribute,2009,regular unleaded,171,4,automatic,all wheel drive,4,crossover,compact,4dr suv,25,19,586,24690,22.0,144
Mazda,Tribute,2009,regular unleaded,171,4,automatic,all wheel drive,4,crossover,compact,4dr suv,25,19,586,26375,22.0,154
Mazda,Tribute,2009,regular unleaded,240,6,automatic,all wheel drive,4,crossover,compact,4dr suv,24,17,586,25950,20.5,108
Mazda,Tribute,2009,regular unleaded,171,4,automatic,front wheel drive,4,crossover,compact,4dr suv,28,20,586,22935,24.0,134
Mazda,Tribute,2009,regular unleaded,171,4,automatic,front wheel drive,4,crossover,compact,4dr suv,28,20,586,21790,24.0,127
Mazda,Tribute,2009,regular unleaded,240,6,automatic,front wheel drive,4,crossover,compact,4dr suv,26,18,586,24200,22.0,101
Mazda,Tribute,2009,regular unleaded,240,6,automatic,front wheel drive,4,crossover,compact,4dr suv,26,18,586,23055,22.0,96
Mazda,Tribute,2009,regular unleaded,240,6,automatic,all wheel drive,4,crossover,compact,4dr suv,24,17,586,27635,20.5,115
Mazda,Tribute,2010,regular unleaded,171,4,automatic,all wheel drive,4,crossover,compact,4dr suv,26,20,586,24200,23.0,142
Mazda,Tribute,2010,regular unleaded,171,4,automatic,all wheel drive,4,crossover,compact,4dr suv,26,20,586,27305,23.0,160
Mazda,Tribute,2010,regular unleaded,171,4,automatic,front wheel drive,4,crossover,compact,4dr suv,28,21,586,23590,24.5,138
Mazda,Tribute,2010,regular unleaded,171,4,automatic,front wheel drive,4,crossover,compact,4dr suv,28,21,586,25550,24.5,149
Mazda,Tribute,2010,regular unleaded,171,4,manual,front wheel drive,4,crossover,compact,4dr suv,28,22,586,20405,25.0,119
Mazda,Tribute,2010,regular unleaded,171,4,automatic,front wheel drive,4,crossover,compact,4dr suv,28,21,586,22445,24.5,131
Mazda,Tribute,2010,flex-fuel (unleaded/E85),240,6,automatic,front wheel drive,4,"crossover,flex fuel",compact,4dr suv,25,19,586,27165,22.0,113
Mazda,Tribute,2010,flex-fuel (unleaded/E85),240,6,automatic,all wheel drive,4,"crossover,flex fuel",compact,4dr suv,23,18,586,28915,20.5,120
Mazda,Tribute,2010,regular unleaded,171,4,automatic,all wheel drive,4,crossover,compact,4dr suv,26,20,586,25345,23.0,148
Mazda,Tribute,2011,regular unleaded,171,4,automatic,front wheel drive,4,crossover,compact,4dr suv,28,21,586,25700,24.5,150
Mazda,Tribute,2011,regular unleaded,171,4,automatic,all wheel drive,4,crossover,compact,4dr suv,26,20,586,25495,23.0,149
Mazda,Tribute,2011,regular unleaded,171,4,automatic,front wheel drive,4,crossover,compact,4dr suv,28,21,586,23740,24.5,139
Mazda,Tribute,2011,flex-fuel (unleaded/E85),240,6,automatic,all wheel drive,4,"crossover,flex fuel",compact,4dr suv,23,18,586,29065,20.5,121
Mazda,Tribute,2011,regular unleaded,171,4,automatic,front wheel drive,4,crossover,compact,4dr suv,28,21,586,22595,24.5,132
Mazda,Tribute,2011,regular unleaded,171,4,automatic,all wheel drive,4,crossover,compact,4dr suv,26,20,586,24350,23.0,142
Mazda,Tribute,2011,regular unleaded,171,4,manual,front wheel drive,4,crossover,compact,4dr suv,28,23,586,20555,25.5,120
Mazda,Tribute,2011,regular unleaded,171,4,automatic,all wheel drive,4,crossover,compact,4dr suv,26,20,586,27455,23.0,161
Mazda,Tribute,2011,flex-fuel (unleaded/E85),240,6,automatic,front wheel drive,4,"crossover,flex fuel",compact,4dr suv,25,19,586,27315,22.0,114
Mazda,Truck,2002,regular unleaded,135,4,manual,rear wheel drive,2,unspecified,compact,regular cab pickup,25,21,586,12840,23.0,95
Mazda,Truck,2002,regular unleaded,207,6,manual,rear wheel drive,4,unspecified,compact,extended cab pickup,20,16,586,19885,18.0,96
Mazda,Truck,2002,regular unleaded,147,6,manual,rear wheel drive,2,hatchback,compact,extended cab pickup,21,17,586,18090,19.0,123
Mazda,Truck,2002,regular unleaded,207,6,manual,four wheel drive,4,unspecified,compact,extended cab pickup,18,14,586,22630,16.0,109
Mazda,Truck,2002,regular unleaded,147,6,manual,rear wheel drive,2,unspecified,compact,regular cab pickup,21,17,586,15670,19.0,107
Mazda,Truck,2002,regular unleaded,147,6,manual,four wheel drive,2,hatchback,compact,extended cab pickup,20,16,586,20575,18.0,140
Mazda,Truck,2003,regular unleaded,207,6,manual,four wheel drive,2,unspecified,compact,extended cab pickup,17,14,586,21410,15.5,103
Mazda,Truck,2003,regular unleaded,207,6,manual,four wheel drive,4,crossover,compact,extended cab pickup,17,14,586,23150,15.5,112
Mazda,Truck,2003,regular unleaded,147,6,manual,rear wheel drive,2,unspecified,compact,regular cab pickup,21,17,586,16975,19.0,115
Mazda,Truck,2003,regular unleaded,147,6,manual,rear wheel drive,4,crossover,compact,extended cab pickup,21,17,586,19215,19.0,131
Mazda,Truck,2003,regular unleaded,135,4,manual,rear wheel drive,2,unspecified,compact,regular cab pickup,26,21,586,13930,23.5,103
Mazda,Truck,2003,regular unleaded,207,6,manual,rear wheel drive,4,unspecified,compact,extended cab pickup,20,15,586,20880,17.5,101
Mazda,Truck,2003,regular unleaded,147,6,manual,rear wheel drive,2,unspecified,compact,extended cab pickup,21,17,586,18885,19.0,128
Mazda,Truck,2003,regular unleaded,135,4,manual,rear wheel drive,2,unspecified,compact,extended cab pickup,26,21,586,18050,23.5,134
Mazda,Truck,2003,regular unleaded,207,6,manual,four wheel drive,2,unspecified,compact,extended cab pickup,17,14,586,19975,15.5,96
Nissan,Truck,1995,regular unleaded,134,4,manual,rear wheel drive,2,luxury,compact,extended cab pickup,24,19,2009,2000,21.5,15
Nissan,Truck,1995,regular unleaded,153,6,manual,rear wheel drive,2,unspecified,compact,extended cab pickup,20,16,2009,2121,18.0,14
Nissan,Truck,1995,regular unleaded,134,4,manual,rear wheel drive,2,luxury,compact,regular cab pickup,24,19,2009,2000,21.5,15
Nissan,Truck,1995,regular unleaded,153,6,manual,rear wheel drive,2,luxury,compact,regular cab pickup,20,16,2009,2000,18.0,13
Nissan,Truck,1995,regular unleaded,134,4,manual,four wheel drive,2,unspecified,compact,extended cab pickup,19,16,2009,2281,17.5,17
Nissan,Truck,1995,regular unleaded,153,6,manual,four wheel drive,2,unspecified,compact,extended cab pickup,17,14,2009,2436,15.5,16
Nissan,Truck,1995,regular unleaded,153,6,manual,four wheel drive,2,unspecified,compact,extended cab pickup,17,14,2009,2494,15.5,16
Nissan,Truck,1995,regular unleaded,134,4,manual,four wheel drive,2,unspecified,compact,regular cab pickup,19,16,2009,2130,17.5,16
Nissan,Truck,1996,regular unleaded,134,4,manual,rear wheel drive,2,luxury,compact,regular cab pickup,24,19,2009,2000,21.5,15
Nissan,Truck,1996,regular unleaded,134,4,manual,rear wheel drive,2,"hatchback,luxury",compact,regular cab pickup,24,19,2009,2122,21.5,16
Nissan,Truck,1996,regular unleaded,134,4,manual,four wheel drive,2,unspecified,compact,extended cab pickup,18,15,2009,2762,16.5,21
Nissan,Truck,1996,regular unleaded,134,4,manual,four wheel drive,2,unspecified,compact,regular cab pickup,18,15,2009,2354,16.5,18
Nissan,Truck,1996,regular unleaded,134,4,manual,four wheel drive,2,unspecified,compact,extended cab pickup,18,15,2009,2647,16.5,20
Nissan,Truck,1996,regular unleaded,134,4,manual,rear wheel drive,2,"diesel,luxury",compact,extended cab pickup,24,19,2009,2547,21.5,19
Nissan,Truck,1996,regular unleaded,134,4,manual,rear wheel drive,2,unspecified,compact,extended cab pickup,24,19,2009,2326,21.5,17
Nissan,Truck,1997,regular unleaded,134,4,manual,four wheel drive,2,unspecified,compact,extended cab pickup,18,15,2009,2918,16.5,22
Nissan,Truck,1997,regular unleaded,134,4,manual,rear wheel drive,2,unspecified,compact,regular cab pickup,23,19,2009,2391,21.0,18
Nissan,Truck,1997,regular unleaded,134,4,manual,four wheel drive,2,unspecified,compact,extended cab pickup,18,15,2009,3140,16.5,23
Nissan,Truck,1997,regular unleaded,134,4,manual,rear wheel drive,2,unspecified,compact,extended cab pickup,23,19,2009,2550,21.0,19
Nissan,Truck,1997,regular unleaded,134,4,manual,four wheel drive,2,unspecified,compact,regular cab pickup,18,15,2009,2676,16.5,20
Nissan,Truck,1997,regular unleaded,134,4,manual,rear wheel drive,2,luxury,compact,regular cab pickup,23,19,2009,2241,21.0,17
Nissan,Truck,1997,regular unleaded,134,4,manual,rear wheel drive,2,luxury,compact,extended cab pickup,23,19,2009,2837,21.0,21
Acura,TSX Sport Wagon,2012,premium unleaded (recommended),201,4,automatic,front wheel drive,4,luxury,midsize,wagon,30,22,204,35010,26.0,174
Acura,TSX Sport Wagon,2012,premium unleaded (recommended),201,4,automatic,front wheel drive,4,luxury,midsize,wagon,30,22,204,31360,26.0,156
Acura,TSX Sport Wagon,2013,premium unleaded (recommended),201,4,automatic,front wheel drive,4,luxury,midsize,wagon,30,22,204,35510,26.0,177
Acura,TSX Sport Wagon,2013,premium unleaded (recommended),201,4,automatic,front wheel drive,4,luxury,midsize,wagon,30,22,204,31860,26.0,159
Acura,TSX Sport Wagon,2014,premium unleaded (recommended),201,4,automatic,front wheel drive,4,luxury,midsize,wagon,30,22,204,35635,26.0,177
Acura,TSX Sport Wagon,2014,premium unleaded (recommended),201,4,automatic,front wheel drive,4,luxury,midsize,wagon,30,22,204,31985,26.0,159
Acura,TSX,2012,premium unleaded (recommended),201,4,automatic,front wheel drive,4,luxury,midsize,sedan,31,22,204,30010,26.5,149
Acura,TSX,2012,premium unleaded (required),280,6,automatic,front wheel drive,4,"luxury,performance",midsize,sedan,28,19,204,35550,23.5,127
Acura,TSX,2012,premium unleaded (required),280,6,automatic,front wheel drive,4,"luxury,performance",midsize,sedan,28,19,204,38650,23.5,138
Acura,TSX,2012,premium unleaded (recommended),201,4,automatic,front wheel drive,4,luxury,midsize,sedan,31,22,204,33110,26.5,165
Acura,TSX,2012,premium unleaded (recommended),201,4,automatic,front wheel drive,4,luxury,midsize,sedan,31,22,204,31010,26.5,154
Acura,TSX,2012,premium unleaded (recommended),201,4,manual,front wheel drive,4,luxury,midsize,sedan,29,21,204,31010,25.0,154
Acura,TSX,2013,premium unleaded (recommended),201,4,automatic,front wheel drive,4,luxury,midsize,sedan,31,22,204,30510,26.5,152
Acura,TSX,2013,premium unleaded (recommended),201,4,automatic,front wheel drive,4,luxury,midsize,sedan,31,22,204,31510,26.5,157
Acura,TSX,2013,premium unleaded (recommended),201,4,manual,front wheel drive,4,luxury,midsize,sedan,29,21,204,31510,25.0,157
Acura,TSX,2013,premium unleaded (recommended),201,4,automatic,front wheel drive,4,luxury,midsize,sedan,31,22,204,33610,26.5,167
Acura,TSX,2013,premium unleaded (recommended),280,6,automatic,front wheel drive,4,"luxury,performance",midsize,sedan,28,19,204,39150,23.5,140
Acura,TSX,2014,premium unleaded (recommended),201,4,manual,front wheel drive,4,luxury,midsize,sedan,29,21,204,31635,25.0,157
Acura,TSX,2014,premium unleaded (recommended),201,4,automatic,front wheel drive,4,luxury,midsize,sedan,31,22,204,30635,26.5,152
Acura,TSX,2014,premium unleaded (recommended),280,6,automatic,front wheel drive,4,"luxury,performance",midsize,sedan,28,19,204,39275,23.5,140
Acura,TSX,2014,premium unleaded (recommended),201,4,automatic,front wheel drive,4,luxury,midsize,sedan,31,22,204,33735,26.5,168
Acura,TSX,2014,premium unleaded (recommended),201,4,automatic,front wheel drive,4,luxury,midsize,sedan,31,22,204,31635,26.5,157
Audi,TT RS,2012,premium unleaded (required),360,5,manual,all wheel drive,2,"factory tuner,luxury,high-performance",compact,coupe,25,18,3105,56850,21.5,158
Audi,TT RS,2013,premium unleaded (required),360,5,manual,all wheel drive,2,"factory tuner,luxury,high-performance",compact,coupe,25,18,3105,57200,21.5,159
Audi,TT,2015,premium unleaded (recommended),211,4,automated_manual,all wheel drive,2,luxury,compact,convertible,31,22,3105,43350,26.5,205
Audi,TT,2015,premium unleaded (recommended),211,4,automated_manual,all wheel drive,2,luxury,compact,coupe,31,22,3105,40350,26.5,191
Audi,TT,2016,premium unleaded (recommended),220,4,automated_manual,all wheel drive,2,"luxury,performance",compact,coupe,30,23,3105,42900,26.5,195
Audi,TT,2016,premium unleaded (recommended),220,4,automated_manual,all wheel drive,2,luxury,compact,convertible,30,23,3105,46400,26.5,211
Audi,TT,2017,premium unleaded (recommended),220,4,automated_manual,all wheel drive,2,luxury,compact,convertible,30,23,3105,47000,26.5,214
Audi,TT,2017,premium unleaded (recommended),220,4,automated_manual,all wheel drive,2,"luxury,performance",compact,coupe,30,23,3105,43500,26.5,198
Audi,TTS,2015,premium unleaded (required),265,4,automated_manual,all wheel drive,2,"factory tuner,luxury,performance",compact,convertible,31,22,3105,51700,26.5,195
Audi,TTS,2015,premium unleaded (required),265,4,automated_manual,all wheel drive,2,"factory tuner,luxury,performance",compact,coupe,31,22,3105,48700,26.5,184
Audi,TTS,2016,premium unleaded (required),292,4,automated_manual,all wheel drive,2,"factory tuner,luxury,performance",compact,coupe,27,23,3105,51900,25.0,178
Audi,TTS,2017,premium unleaded (required),292,4,automated_manual,all wheel drive,2,"factory tuner,luxury,high-performance",compact,coupe,27,23,3105,52500,25.0,180
Hyundai,Tucson,2015,regular unleaded,182,4,automatic,front wheel drive,4,crossover,compact,4dr suv,28,21,1439,26450,24.5,145
Hyundai,Tucson,2015,regular unleaded,164,4,automatic,front wheel drive,4,crossover,compact,4dr suv,29,23,1439,21650,26.0,132
Hyundai,Tucson,2015,regular unleaded,182,4,automatic,all wheel drive,4,crossover,compact,4dr suv,25,20,1439,27950,22.5,154
Hyundai,Tucson,2015,regular unleaded,182,4,automatic,front wheel drive,4,crossover,compact,4dr suv,28,21,1439,23700,24.5,130
Hyundai,Tucson,2015,regular unleaded,180,4,automatic,all wheel drive,4,crossover,compact,4dr suv,25,20,1439,25200,22.5,140
Hyundai,Tucson,2015,regular unleaded,164,4,automatic,all wheel drive,4,crossover,compact,4dr suv,25,21,1439,23150,23.0,141
Hyundai,Tucson,2015,regular unleaded,182,4,automatic,all wheel drive,4,crossover,compact,4dr suv,25,20,1439,25200,22.5,138
Hyundai,Tucson,2015,regular unleaded,180,4,automatic,all wheel drive,4,crossover,compact,4dr suv,25,20,1439,27950,22.5,155
Hyundai,Tucson,2016,regular unleaded,175,4,automated_manual,front wheel drive,4,crossover,compact,4dr suv,33,26,1439,24150,29.5,138
Hyundai,Tucson,2016,regular unleaded,175,4,automated_manual,all wheel drive,4,crossover,compact,4dr suv,31,25,1439,25550,28.0,146
Hyundai,Tucson,2016,regular unleaded,175,4,automated_manual,front wheel drive,4,crossover,compact,4dr suv,30,25,1439,29900,27.5,171
Hyundai,Tucson,2016,regular unleaded,164,4,automatic,all wheel drive,4,crossover,compact,4dr suv,26,21,1439,24100,23.5,147
Hyundai,Tucson,2016,regular unleaded,175,4,automated_manual,all wheel drive,4,crossover,compact,4dr suv,28,24,1439,31300,26.0,179
Hyundai,Tucson,2016,regular unleaded,175,4,automated_manual,all wheel drive,4,crossover,compact,4dr suv,28,24,1439,27550,26.0,157
Hyundai,Tucson,2016,regular unleaded,175,4,automated_manual,front wheel drive,4,crossover,compact,4dr suv,30,25,1439,26150,27.5,149
Hyundai,Tucson,2016,regular unleaded,164,4,automatic,front wheel drive,4,crossover,compact,4dr suv,31,23,1439,22700,27.0,138
Hyundai,Tucson,2017,regular unleaded,164,4,automatic,front wheel drive,4,crossover,compact,4dr suv,30,23,1439,22700,26.5,138
Hyundai,Tucson,2017,regular unleaded,164,4,automatic,all wheel drive,4,crossover,compact,4dr suv,26,21,1439,24100,23.5,147
Hyundai,Tucson,2017,regular unleaded,175,4,automated_manual,front wheel drive,4,crossover,compact,4dr suv,30,25,1439,29775,27.5,170
Hyundai,Tucson,2017,regular unleaded,175,4,automated_manual,front wheel drive,4,crossover,compact,4dr suv,30,25,1439,25900,27.5,148
Hyundai,Tucson,2017,regular unleaded,175,4,automated_manual,all wheel drive,4,crossover,compact,4dr suv,28,24,1439,31175,26.0,178
Hyundai,Tucson,2017,regular unleaded,175,4,automated_manual,all wheel drive,4,crossover,compact,4dr suv,28,24,1439,27300,26.0,156
Hyundai,Tucson,2017,regular unleaded,175,4,automated_manual,front wheel drive,4,crossover,compact,4dr suv,32,26,1439,24150,29.0,138
Hyundai,Tucson,2017,regular unleaded,175,4,automated_manual,all wheel drive,4,crossover,compact,4dr suv,30,25,1439,25550,27.5,146
Toyota,Tundra,2015,regular unleaded,310,8,automatic,four wheel drive,4,unspecified,large,extended cab pickup,18,14,2031,33210,16.0,107
Toyota,Tundra,2015,regular unleaded,381,8,automatic,rear wheel drive,2,crossover,large,regular cab pickup,18,13,2031,29120,15.5,76
Toyota,Tundra,2015,regular unleaded,381,8,automatic,rear wheel drive,4,unspecified,large,crew cab pickup,18,13,2031,44925,15.5,118
Toyota,Tundra,2015,regular unleaded,381,8,automatic,four wheel drive,4,flex fuel,large,extended cab pickup,17,13,2031,40685,15.0,107
Toyota,Tundra,2015,regular unleaded,381,8,automatic,four wheel drive,4,flex fuel,large,crew cab pickup,17,13,2031,44000,15.0,115
Toyota,Tundra,2015,regular unleaded,381,8,automatic,four wheel drive,4,luxury,large,extended cab pickup,17,13,2031,33390,15.0,88
Toyota,Tundra,2015,flex-fuel (unleaded/E85),381,8,automatic,four wheel drive,4,flex fuel,large,extended cab pickup,17,13,2031,33060,15.0,87
Toyota,Tundra,2015,regular unleaded,381,8,automatic,four wheel drive,4,flex fuel,large,crew cab pickup,17,13,2031,47975,15.0,126
Toyota,Tundra,2015,regular unleaded,381,8,automatic,four wheel drive,4,flex fuel,large,extended cab pickup,17,13,2031,34710,15.0,91
Toyota,Tundra,2015,regular unleaded,310,8,automatic,rear wheel drive,4,unspecified,large,extended cab pickup,19,15,2031,30160,17.0,97
Toyota,Tundra,2015,flex-fuel (unleaded/E85),381,8,automatic,four wheel drive,4,flex fuel,large,extended cab pickup,17,13,2031,34710,15.0,91
Toyota,Tundra,2015,flex-fuel (unleaded/E85),381,8,automatic,four wheel drive,4,flex fuel,large,extended cab pickup,17,13,2031,40685,15.0,107
Toyota,Tundra,2015,regular unleaded,310,8,automatic,four wheel drive,4,unspecified,large,extended cab pickup,18,14,2031,31560,16.0,102
Toyota,Tundra,2015,flex-fuel (unleaded/E85),381,8,automatic,four wheel drive,4,flex fuel,large,crew cab pickup,17,13,2031,44000,15.0,115
Toyota,Tundra,2015,flex-fuel (unleaded/E85),381,8,automatic,four wheel drive,4,flex fuel,large,extended cab pickup,17,13,2031,35040,15.0,92
Toyota,Tundra,2015,regular unleaded,381,8,automatic,four wheel drive,4,flex fuel,large,crew cab pickup,17,13,2031,37030,15.0,97
Toyota,Tundra,2015,flex-fuel (unleaded/E85),381,8,automatic,four wheel drive,4,flex fuel,large,crew cab pickup,17,13,2031,42550,15.0,112
Toyota,Tundra,2015,regular unleaded,381,8,automatic,four wheel drive,4,flex fuel,large,crew cab pickup,17,13,2031,42550,15.0,112
Toyota,Tundra,2015,regular unleaded,310,8,automatic,four wheel drive,4,unspecified,large,crew cab pickup,18,14,2031,35530,16.0,115
Toyota,Tundra,2015,regular unleaded,381,8,automatic,four wheel drive,4,flex fuel,large,extended cab pickup,17,13,2031,33060,15.0,87
Toyota,Tundra,2015,flex-fuel (unleaded/E85),381,8,automatic,four wheel drive,4,flex fuel,large,crew cab pickup,17,13,2031,37030,15.0,97
Toyota,Tundra,2015,flex-fuel (unleaded/E85),381,8,automatic,four wheel drive,2,flex fuel,large,regular cab pickup,17,13,2031,32170,15.0,84
Toyota,Tundra,2015,flex-fuel (unleaded/E85),381,8,automatic,four wheel drive,4,flex fuel,large,extended cab pickup,17,13,2031,41385,15.0,109
Toyota,Tundra,2015,regular unleaded,381,8,automatic,rear wheel drive,4,luxury,large,crew cab pickup,18,13,2031,39500,15.5,104
Toyota,Tundra,2015,regular unleaded,381,8,automatic,four wheel drive,4,flex fuel,large,extended cab pickup,17,13,2031,35040,15.0,92
Toyota,Tundra,2015,flex-fuel (unleaded/E85),381,8,automatic,four wheel drive,4,flex fuel,large,extended cab pickup,17,13,2031,33390,15.0,88
Toyota,Tundra,2015,regular unleaded,381,8,automatic,four wheel drive,4,flex fuel,large,extended cab pickup,17,13,2031,41385,15.0,109
Toyota,Tundra,2015,regular unleaded,310,8,automatic,rear wheel drive,4,crossover,large,crew cab pickup,19,15,2031,32480,17.0,105
Toyota,Tundra,2015,regular unleaded,381,8,automatic,rear wheel drive,4,unspecified,large,extended cab pickup,18,13,2031,37635,15.5,99
Toyota,Tundra,2015,regular unleaded,310,8,automatic,rear wheel drive,4,crossover,large,extended cab pickup,19,15,2031,28510,17.0,92
Toyota,Tundra,2015,flex-fuel (unleaded/E85),381,8,automatic,four wheel drive,4,flex fuel,large,crew cab pickup,17,13,2031,47975,15.0,126
Toyota,Tundra,2015,regular unleaded,381,8,automatic,rear wheel drive,4,unspecified,large,crew cab pickup,18,13,2031,33980,15.5,89
Toyota,Tundra,2015,regular unleaded,381,8,automatic,rear wheel drive,4,luxury,large,extended cab pickup,18,13,2031,30010,15.5,79
Toyota,Tundra,2015,regular unleaded,381,8,automatic,rear wheel drive,4,unspecified,large,extended cab pickup,18,13,2031,31660,15.5,83
Toyota,Tundra,2015,regular unleaded,381,8,automatic,rear wheel drive,4,"hatchback,performance",large,extended cab pickup,18,13,2031,31990,15.5,84
Toyota,Tundra,2015,regular unleaded,381,8,automatic,four wheel drive,2,flex fuel,large,regular cab pickup,17,13,2031,32170,15.0,84
Toyota,Tundra,2015,regular unleaded,381,8,automatic,rear wheel drive,4,unspecified,large,extended cab pickup,18,13,2031,30340,15.5,80
Toyota,Tundra,2016,regular unleaded,381,8,automatic,four wheel drive,4,crossover,large,extended cab pickup,17,13,2031,34220,15.0,90
Toyota,Tundra,2016,flex-fuel (unleaded/E85),381,8,automatic,rear wheel drive,4,flex fuel,large,extended cab pickup,18,13,2031,30840,15.5,81
Toyota,Tundra,2016,regular unleaded,310,8,automatic,four wheel drive,4,crossover,large,extended cab pickup,18,14,2031,34000,16.0,110
Toyota,Tundra,2016,regular unleaded,381,8,automatic,four wheel drive,4,"crossover,luxury",large,crew cab pickup,17,13,2031,45560,15.0,120
Toyota,Tundra,2016,flex-fuel (unleaded/E85),381,8,automatic,rear wheel drive,4,flex fuel,large,extended cab pickup,18,13,2031,32980,15.5,87
Toyota,Tundra,2016,flex-fuel (unleaded/E85),381,8,automatic,rear wheel drive,4,flex fuel,large,extended cab pickup,18,13,2031,38670,15.5,101
Toyota,Tundra,2016,regular unleaded,310,8,automatic,four wheel drive,4,unspecified,large,crew cab pickup,18,14,2031,36320,16.0,117
Toyota,Tundra,2016,flex-fuel (unleaded/E85),381,8,automatic,rear wheel drive,4,flex fuel,large,crew cab pickup,18,13,2031,34970,15.5,92
Toyota,Tundra,2016,flex-fuel (unleaded/E85),381,8,automatic,rear wheel drive,4,flex fuel,large,crew cab pickup,18,13,2031,46530,15.5,122
Toyota,Tundra,2016,regular unleaded,381,8,automatic,four wheel drive,4,flex fuel,large,crew cab pickup,17,13,2031,43585,15.0,114
Toyota,Tundra,2016,flex-fuel (unleaded/E85),381,8,automatic,four wheel drive,4,flex fuel,large,extended cab pickup,17,13,2031,42945,15.0,113
Toyota,Tundra,2016,regular unleaded,381,8,automatic,four wheel drive,4,flex fuel,large,extended cab pickup,17,13,2031,42945,15.0,113
Toyota,Tundra,2016,regular unleaded,381,8,automatic,rear wheel drive,4,flex fuel,large,extended cab pickup,18,13,2031,30840,15.5,81
Toyota,Tundra,2016,regular unleaded,381,8,automatic,four wheel drive,4,flex fuel,large,extended cab pickup,17,13,2031,41720,15.0,110
Toyota,Tundra,2016,flex-fuel (unleaded/E85),381,8,automatic,four wheel drive,4,flex fuel,large,crew cab pickup,17,13,2031,49580,15.0,130
Toyota,Tundra,2016,regular unleaded,381,8,automatic,rear wheel drive,4,flex fuel,large,crew cab pickup,18,13,2031,46530,15.5,122
Toyota,Tundra,2016,regular unleaded,381,8,automatic,rear wheel drive,4,flex fuel,large,crew cab pickup,18,13,2031,40535,15.5,106
Toyota,Tundra,2016,regular unleaded,381,8,automatic,four wheel drive,4,flex fuel,large,crew cab pickup,17,13,2031,38020,15.0,100
Toyota,Tundra,2016,regular unleaded,381,8,automatic,four wheel drive,4,"crossover,factory tuner,luxury,high-performance",large,crew cab pickup,17,13,2031,49580,15.0,130
Toyota,Tundra,2016,regular unleaded,310,8,automatic,rear wheel drive,4,unspecified,large,extended cab pickup,19,15,2031,29140,17.0,94
Toyota,Tundra,2016,flex-fuel (unleaded/E85),381,8,automatic,rear wheel drive,2,flex fuel,large,regular cab pickup,18,13,2031,29950,15.5,79
Toyota,Tundra,2016,regular unleaded,310,8,automatic,rear wheel drive,4,performance,large,crew cab pickup,19,15,2031,33270,17.0,107
Toyota,Tundra,2016,flex-fuel (unleaded/E85),381,8,automatic,rear wheel drive,4,flex fuel,large,extended cab pickup,18,13,2031,32650,15.5,86
Toyota,Tundra,2016,regular unleaded,310,8,automatic,four wheel drive,4,flex fuel,large,extended cab pickup,18,14,2031,32190,16.0,104
Toyota,Tundra,2016,regular unleaded,381,8,automatic,four wheel drive,4,flex fuel,large,extended cab pickup,17,13,2031,36030,15.0,95
Toyota,Tundra,2016,flex-fuel (unleaded/E85),381,8,automatic,four wheel drive,2,flex fuel,large,regular cab pickup,17,13,2031,33000,15.0,87
Toyota,Tundra,2016,regular unleaded,381,8,automatic,rear wheel drive,4,flex fuel,large,extended cab pickup,18,13,2031,31170,15.5,82
Toyota,Tundra,2016,flex-fuel (unleaded/E85),381,8,automatic,four wheel drive,4,flex fuel,large,extended cab pickup,17,13,2031,34220,15.0,90
Toyota,Tundra,2016,regular unleaded,381,8,automatic,four wheel drive,4,flex fuel,large,extended cab pickup,17,13,2031,35700,15.0,94
Toyota,Tundra,2016,regular unleaded,381,8,automatic,rear wheel drive,4,crossover,large,extended cab pickup,18,13,2031,32980,15.5,87
Toyota,Tundra,2016,regular unleaded,381,8,automatic,rear wheel drive,2,flex fuel,large,regular cab pickup,18,13,2031,29950,15.5,79
Toyota,Tundra,2016,regular unleaded,381,8,automatic,rear wheel drive,4,flex fuel,large,extended cab pickup,18,13,2031,38670,15.5,101
Toyota,Tundra,2016,flex-fuel (unleaded/E85),381,8,automatic,four wheel drive,4,flex fuel,large,extended cab pickup,17,13,2031,41720,15.0,110
Toyota,Tundra,2016,regular unleaded,381,8,automatic,rear wheel drive,4,flex fuel,large,crew cab pickup,18,13,2031,34970,15.5,92
Toyota,Tundra,2016,regular unleaded,310,8,automatic,rear wheel drive,4,unspecified,large,extended cab pickup,19,15,2031,30950,17.0,100
Toyota,Tundra,2016,flex-fuel (unleaded/E85),381,8,automatic,four wheel drive,4,flex fuel,large,crew cab pickup,17,13,2031,45560,15.0,120
